transaction_id,account_id,transaction_date,amount,transaction_type,merchant_country,is_large_transaction
TXN000050,ACC0004,2022-08-18,579.29,DEBIT,India,False
TXN000051,ACC0004,2022-09-01,379.67,DEBIT,USA,False
TXN000052,ACC0004,2021-09-15,4057.6,CREDIT,Canada,False
TXN000053,ACC0005,2021-07-23,2794.78,CREDIT,Bangladesh,False
TXN000054,ACC0005,2022-11-24,3955.8,DEBIT,Singapore,False
TXN000055,ACC0005,2022-09-10,1908.09,CREDIT,England,False
TXN000056,ACC0005,2022-11-16,4950.26,CREDIT,Bangladesh,False
TXN000057,ACC0005,2022-12-19,310.55,DEBIT,Singapore,False
TXN000058,ACC0005,2021-10-22,3131.32,CREDIT,UAE,False
TXN000059,ACC0005,2021-06-15,793.71,DEBIT,Bangladesh,False
TXN000060,ACC0005,2021-06-08,791.1,CREDIT,India,False
TXN000061,ACC0005,2022-11-22,2354.86,DEBIT,USA,False
TXN000062,ACC0005,2022-01-13,3537.71,CREDIT,Canada,False
TXN000063,ACC0005,2021-11-18,4620.32,DEBIT,India,False
TXN000064,ACC0005,2021-07-19,2727.37,DEBIT,England,False
TXN000065,ACC0006,2022-11-06,307.59,CREDIT,Bangladesh,False
TXN000066,ACC0006,2024-03-29,4606.75,CREDIT,Canada,False
TXN000067,ACC0006,2023-12-17,3446.5,CREDIT,England,False
TXN000068,ACC0006,2024-01-19,2704.51,CREDIT,Canada,False
TXN000069,ACC0006,2024-04-28,208.91,CREDIT,UAE,False
TXN000070,ACC0006,2023-07-21,3022.53,DEBIT,Canada,False
TXN000071,ACC0006,2023-04-16,4809.94,DEBIT,Singapore,False
TXN000072,ACC0006,2024-07-13,4108.89,DEBIT,Singapore,False
TXN000073,ACC0006,2023-02-20,2357.8,CREDIT,England,False
TXN000074,ACC0007,2023-05-05,2185.07,CREDIT,Canada,False
TXN000075,ACC0007,2023-01-07,1746.33,CREDIT,England,False
TXN000076,ACC0007,2023-07-31,531.95,DEBIT,England,False
TXN000077,ACC0007,2022-11-08,3471.43,CREDIT,UAE,False
TXN000078,ACC0007,2022-10-28,4069.69,DEBIT,India,False
TXN000079,ACC0007,2021-12-12,1579.44,CREDIT,Canada,False
TXN000080,ACC0007,2022-10-31,4325.9,DEBIT,UAE,False
TXN000081,ACC0007,2023-03-22,2315.26,DEBIT,USA,False
TXN000082,ACC0007,2023-02-25,1815.28,CREDIT,UAE,False
TXN000083,ACC0007,2022-12-09,3802.35,DEBIT,England,False
TXN000084,ACC0008,2021-12-10,4639.09,CREDIT,UAE,False
TXN000085,ACC0008,2022-12-07,615.92,DEBIT,UAE,False
TXN000086,ACC0008,2022-01-07,1560.64,DEBIT,Bangladesh,False
TXN000087,ACC0008,2022-09-19,475.11,DEBIT,India,False
TXN000088,ACC0008,2021-11-26,3242.07,DEBIT,India,False
TXN000089,ACC0008,2022-05-23,2549.27,CREDIT,India,False
TXN000090,ACC0008,2022-12-05,4901.42,DEBIT,India,False
TXN000091,ACC0008,2023-02-13,731.76,DEBIT,Bangladesh,False
TXN000092,ACC0008,2022-12-31,3734.0,DEBIT,Singapore,False
TXN000093,ACC0008,2021-10-08,1388.47,CREDIT,England,False
TXN000094,ACC0008,2022-12-30,1343.19,DEBIT,England,False
TXN000095,ACC0008,2022-05-30,4189.0,CREDIT,Singapore,False
TXN000096,ACC0008,2021-12-28,2238.27,CREDIT,England,False
TXN000097,ACC0008,2022-07-04,2764.07,CREDIT,India,False
TXN000098,ACC0008,2022-06-23,4349.31,DEBIT,Bangladesh,False
TXN000099,ACC0008,2022-08-25,1175.48,CREDIT,Canada,False
TXN000100,ACC0008,2022-06-19,3726.08,CREDIT,India,False
TXN000101,ACC0008,2023-06-08,3964.04,DEBIT,India,False
TXN000102,ACC0008,2021-09-04,639.97,CREDIT,Singapore,False
TXN000103,ACC0008,2021-11-08,4372.21,CREDIT,Canada,False
TXN000104,ACC0008,2023-01-18,4553.1,DEBIT,UAE,False
TXN000105,ACC0008,2021-12-23,2055.79,DEBIT,Canada,False
TXN000106,ACC0009,2022-08-13,1699.42,CREDIT,UAE,False
TXN000107,ACC0009,2022-02-05,4260.31,CREDIT,England,False
TXN000108,ACC0009,2023-08-18,3596.4,CREDIT,Singapore,False
TXN000109,ACC0009,2023-05-23,189.14,DEBIT,USA,False
TXN000110,ACC0009,2023-08-23,3425.15,CREDIT,USA,False
TXN000111,ACC0009,2022-02-15,2175.52,DEBIT,Singapore,False
TXN000112,ACC0009,2023-08-25,3522.42,DEBIT,India,False
TXN000113,ACC0009,2022-05-04,3473.07,DEBIT,Canada,False
TXN000114,ACC0009,2022-10-13,3982.76,CREDIT,England,False
TXN000115,ACC0009,2022-12-03,2159.13,DEBIT,Bangladesh,False
TXN000116,ACC0009,2023-01-10,2833.98,DEBIT,USA,False
TXN000117,ACC0009,2022-05-13,404.05,CREDIT,Bangladesh,False
TXN000118,ACC0009,2023-10-15,1211.74,DEBIT,USA,False
TXN000119,ACC0009,2023-03-02,3193.14,CREDIT,England,False
TXN000120,ACC0009,2023-09-28,56.89,CREDIT,England,False
TXN000121,ACC0009,2023-10-09,2737.52,DEBIT,India,False
TXN000122,ACC0009,2022-11-03,4938.38,CREDIT,UAE,False
TXN000123,ACC0009,2023-01-23,3454.66,CREDIT,Singapore,False
TXN000124,ACC0009,2022-09-20,1004.09,CREDIT,Singapore,False
TXN000125,ACC0009,2023-03-24,542.2,CREDIT,Bangladesh,False
TXN000126,ACC0010,2024-12-11,1486.4,CREDIT,Canada,False
TXN000127,ACC0010,2025-03-07,1985.07,DEBIT,Bangladesh,False
TXN000128,ACC0010,2023-06-22,4553.98,CREDIT,Singapore,False
TXN000129,ACC0010,2024-02-20,3880.95,DEBIT,Bangladesh,False
TXN000130,ACC0010,2024-04-27,1102.83,DEBIT,Bangladesh,False
TXN000131,ACC0010,2024-01-14,3392.04,DEBIT,UAE,False
TXN000132,ACC0010,2023-08-10,4517.98,DEBIT,England,False
TXN000133,ACC0010,2024-07-27,176.49,CREDIT,UAE,False
TXN000134,ACC0010,2023-09-14,459.77,CREDIT,England,False
TXN000135,ACC0010,2024-07-01,886.44,DEBIT,Singapore,False
TXN000136,ACC0010,2024-11-05,4383.54,CREDIT,Bangladesh,False
TXN000137,ACC0010,2024-09-27,4568.3,DEBIT,England,False
TXN000138,ACC0010,2024-09-07,4837.25,CREDIT,UAE,False
TXN000139,ACC0010,2024-04-13,4023.12,CREDIT,Canada,False
TXN000140,ACC0010,2023-09-24,3773.22,DEBIT,Singapore,False
TXN000141,ACC0010,2025-03-25,3623.84,CREDIT,Singapore,False
TXN000142,ACC0011,2023-01-10,460.61,CREDIT,Canada,False
TXN000143,ACC0011,2022-09-28,2687.5,CREDIT,England,False
TXN000144,ACC0011,2023-11-20,3747.57,CREDIT,Bangladesh,False
TXN000145,ACC0011,2023-01-26,4113.86,CREDIT,Canada,False
TXN000146,ACC0011,2023-11-23,1176.77,DEBIT,Bangladesh,False
TXN000147,ACC0011,2023-07-29,1646.75,DEBIT,UAE,False
TXN000148,ACC0011,2022-03-06,3180.67,CREDIT,UAE,False
TXN000149,ACC0011,2022-11-06,3249.7,DEBIT,USA,False
TXN000150,ACC0011,2022-02-16,4731.85,CREDIT,India,False
TXN000151,ACC0011,2022-04-29,494.99,DEBIT,India,False
TXN000152,ACC0011,2023-04-10,1861.35,CREDIT,Bangladesh,False
TXN000153,ACC0011,2022-06-08,4428.21,DEBIT,Singapore,False
TXN000154,ACC0011,2023-05-17,3082.1,CREDIT,Canada,False
TXN000155,ACC0011,2023-01-15,1094.18,CREDIT,USA,False
TXN000156,ACC0011,2023-01-07,505.78,CREDIT,Bangladesh,False
TXN000157,ACC0011,2023-10-23,1799.78,CREDIT,England,False
TXN000158,ACC0011,2022-07-14,4841.35,CREDIT,Canada,False
TXN000159,ACC0011,2023-11-10,1068.41,DEBIT,Canada,False
TXN000160,ACC0011,2022-12-08,1225.41,DEBIT,Singapore,False
TXN000161,ACC0011,2023-08-02,1033.98,DEBIT,Bangladesh,False
TXN000162,ACC0011,2022-08-10,4067.13,DEBIT,England,False
TXN000163,ACC0011,2022-06-01,3945.33,DEBIT,England,False
TXN000164,ACC0012,2022-06-01,2705.68,DEBIT,Canada,False
TXN000165,ACC0012,2023-11-26,4333.57,DEBIT,Canada,False
TXN000166,ACC0012,2023-01-20,3952.02,DEBIT,Bangladesh,False
TXN000167,ACC0012,2022-12-16,88.75,CREDIT,Canada,False
TXN000168,ACC0012,2022-05-28,3711.17,DEBIT,UAE,False
TXN000169,ACC0012,2022-03-25,2386.47,CREDIT,Bangladesh,False
TXN000170,ACC0012,2023-09-18,554.18,DEBIT,Bangladesh,False
TXN000171,ACC0012,2022-03-04,3638.94,CREDIT,India,False
TXN000172,ACC0012,2023-11-08,4820.49,DEBIT,India,False
TXN000173,ACC0013,2023-03-05,3433.63,CREDIT,UNKNOWN,False
TXN000174,ACC0013,2023-03-23,376.72,DEBIT,England,False
TXN000175,ACC0013,2023-09-07,750.19,DEBIT,England,False
TXN000176,ACC0013,2023-09-24,3169.05,CREDIT,India,False
TXN000177,ACC0013,2023-08-27,2657.48,CREDIT,Bangladesh,False
TXN000178,ACC0013,2023-09-04,2156.69,DEBIT,Singapore,False
TXN000179,ACC0013,2023-10-25,3258.07,DEBIT,India,False
TXN000180,ACC0013,2023-03-31,4441.57,CREDIT,England,False
TXN000181,ACC0013,2023-04-02,1999.66,DEBIT,England,False
TXN000182,ACC0013,2023-03-06,1569.49,CREDIT,England,False
TXN000184,ACC0013,2022-03-27,4160.54,DEBIT,India,False
TXN000185,ACC0013,2022-04-01,3725.5,CREDIT,Singapore,False
TXN000186,ACC0013,2022-05-06,2786.29,CREDIT,UAE,False
TXN000187,ACC0013,2022-04-28,2059.94,CREDIT,Singapore,False
TXN000188,ACC0013,2022-02-14,4842.31,CREDIT,England,False
TXN000189,ACC0013,2022-04-09,2893.81,DEBIT,USA,False
TXN000190,ACC0014,2024-04-30,4237.9,CREDIT,Singapore,False
TXN000191,ACC0014,2025-04-05,1844.13,CREDIT,Bangladesh,False
TXN000192,ACC0014,2024-05-02,4038.03,DEBIT,Bangladesh,False
TXN000193,ACC0014,2025-07-18,4149.01,CREDIT,Canada,False
TXN000194,ACC0014,2024-03-16,1373.62,CREDIT,England,False
TXN000195,ACC0014,2024-09-07,40.47,DEBIT,Bangladesh,False
TXN000196,ACC0014,2025-07-18,2009.91,DEBIT,UAE,False
TXN000197,ACC0014,2025-06-23,4859.33,DEBIT,UAE,False
TXN000198,ACC0014,2025-03-10,1083.51,CREDIT,India,False
TXN000199,ACC0014,2024-08-28,795.47,CREDIT,UAE,False
TXN000200,ACC0014,2024-08-11,3886.41,DEBIT,Canada,False
TXN000201,ACC0014,2024-02-20,795.48,DEBIT,UAE,False
TXN000202,ACC0014,2023-12-06,1367.79,CREDIT,India,False
TXN000203,ACC0014,2025-05-27,2215.8,CREDIT,USA,False
TXN000204,ACC0014,2025-02-19,577.95,CREDIT,Canada,False
TXN000205,ACC0014,2024-06-30,3394.31,CREDIT,Bangladesh,False
TXN000206,ACC0014,2025-07-28,1549.01,DEBIT,India,False
TXN000207,ACC0014,2025-05-19,283.36,DEBIT,England,False
TXN000208,ACC0014,2024-04-17,3839.07,CREDIT,England,False
TXN000209,ACC0014,2024-08-14,608.72,CREDIT,UAE,False
TXN000210,ACC0015,2024-06-09,654.64,DEBIT,Bangladesh,False
TXN000211,ACC0015,2025-07-07,4168.44,CREDIT,Canada,False
TXN000212,ACC0015,2025-01-22,4310.2,DEBIT,India,False
TXN000213,ACC0015,2024-01-01,2304.17,DEBIT,Singapore,False
TXN000214,ACC0015,2024-10-28,2883.04,CREDIT,UAE,False
TXN000215,ACC0015,2025-09-28,2094.29,DEBIT,India,False
TXN000216,ACC0015,2024-01-03,4831.34,DEBIT,Singapore,False
TXN000217,ACC0015,2025-09-05,2305.88,CREDIT,Canada,False
TXN000218,ACC0015,2025-03-04,4223.98,DEBIT,India,False
TXN000219,ACC0015,2025-08-07,2008.24,DEBIT,India,False
TXN000220,ACC0015,2024-10-25,3731.57,DEBIT,England,False
TXN000221,ACC0015,2024-06-02,391.13,DEBIT,Bangladesh,False
TXN000222,ACC0015,2025-05-18,977.58,CREDIT,England,False
TXN000223,ACC0015,2025-10-03,4077.03,DEBIT,Canada,False
TXN000224,ACC0015,2024-05-10,1287.28,DEBIT,Bangladesh,False
TXN000225,ACC0015,2024-05-17,3803.47,DEBIT,USA,False
TXN000226,ACC0015,2025-09-16,2475.64,CREDIT,UAE,False
TXN000227,ACC0015,2025-07-13,3218.53,CREDIT,Singapore,False
TXN000228,ACC0016,2024-09-17,763.28,DEBIT,India,False
TXN000229,ACC0016,2025-01-24,3160.61,CREDIT,Bangladesh,False
TXN000230,ACC0016,2023-12-26,1766.19,DEBIT,England,False
TXN000231,ACC0016,2025-02-13,2265.05,DEBIT,England,False
TXN000232,ACC0016,2024-08-18,392.89,DEBIT,Bangladesh,False
TXN000233,ACC0016,2025-06-29,2540.27,CREDIT,Bangladesh,False
TXN000234,ACC0016,2025-05-19,4771.62,DEBIT,India,False
TXN000235,ACC0016,2025-06-06,3262.67,CREDIT,Bangladesh,False
TXN000236,ACC0016,2025-02-28,2511.82,DEBIT,India,False
TXN000237,ACC0016,2024-02-12,4056.72,CREDIT,UAE,False
TXN000238,ACC0016,2024-01-24,2527.7,DEBIT,Canada,False
TXN000239,ACC0016,2024-07-09,3541.03,CREDIT,Bangladesh,False
TXN000240,ACC0016,2025-04-17,3052.93,CREDIT,England,False
TXN000241,ACC0016,2024-08-14,1943.21,CREDIT,UAE,False
TXN000242,ACC0016,2025-07-03,271.3,CREDIT,Canada,False
TXN000243,ACC0016,2024-10-01,481.58,CREDIT,England,False
TXN000244,ACC0016,2024-07-14,3621.43,DEBIT,England,False
TXN000245,ACC0016,2024-01-21,2917.87,DEBIT,England,False
TXN000246,ACC0016,2024-09-11,4838.81,CREDIT,USA,False
TXN000247,ACC0016,2025-06-30,3547.08,DEBIT,England,False
TXN000248,ACC0016,2025-05-24,1889.63,CREDIT,Singapore,False
TXN000249,ACC0016,2024-03-08,3353.88,DEBIT,UAE,False
TXN000250,ACC0016,2025-09-15,2122.8,CREDIT,Canada,False
TXN000251,ACC0016,2024-11-04,1551.24,DEBIT,England,False
TXN000252,ACC0016,2025-03-10,968.11,DEBIT,USA,False
TXN000253,ACC0017,2023-01-13,4223.7,DEBIT,Bangladesh,False
TXN000254,ACC0017,2023-09-20,4177.25,DEBIT,UAE,False
TXN000255,ACC0017,2023-02-24,4383.2,DEBIT,Bangladesh,False
TXN000256,ACC0017,2023-04-06,779.72,DEBIT,Singapore,False
TXN000257,ACC0017,2023-12-16,4047.13,DEBIT,UAE,False
TXN000258,ACC0017,2023-06-08,228.03,CREDIT,UAE,False
TXN000259,ACC0017,2022-11-15,4848.25,CREDIT,Singapore,False
TXN000260,ACC0018,2022-11-08,2674.72,CREDIT,Singapore,False
TXN000261,ACC0018,2023-07-07,4520.83,DEBIT,England,False
TXN000262,ACC0018,2024-02-06,4736.18,CREDIT,India,False
TXN000263,ACC0018,2022-12-27,3892.84,CREDIT,USA,False
TXN000264,ACC0018,2022-10-04,4008.28,DEBIT,Singapore,False
TXN000265,ACC0018,2022-11-25,270.38,CREDIT,Singapore,False
TXN000266,ACC0018,2023-03-29,2777.16,DEBIT,UAE,False
TXN000267,ACC0018,2023-08-24,4257.32,CREDIT,Canada,False
TXN000268,ACC0018,2022-08-25,1371.23,DEBIT,Singapore,False
TXN000269,ACC0018,2023-06-04,467.65,DEBIT,Singapore,False
TXN000270,ACC0018,2023-06-18,4424.3,DEBIT,India,False
TXN000271,ACC0018,2022-05-07,1988.31,CREDIT,USA,False
TXN000272,ACC0018,2023-04-13,4972.68,CREDIT,USA,False
TXN000273,ACC0018,2022-04-11,1600.24,DEBIT,Singapore,False
TXN000274,ACC0018,2024-01-08,1683.1,DEBIT,USA,False
TXN000275,ACC0018,2022-04-22,1441.53,CREDIT,UAE,False
TXN000276,ACC0018,2022-08-03,3796.62,CREDIT,India,False
TXN000277,ACC0018,2023-12-04,36.2,DEBIT,Canada,False
TXN000278,ACC0018,2022-12-01,1086.12,DEBIT,Bangladesh,False
TXN000279,ACC0019,2024-06-12,2122.04,CREDIT,USA,False
TXN000280,ACC0019,2023-10-24,618.02,DEBIT,India,False
TXN000281,ACC0019,2024-10-04,3971.56,CREDIT,Canada,False
TXN000282,ACC0019,2023-04-12,4185.07,CREDIT,Bangladesh,False
TXN000283,ACC0019,2024-06-20,92.01,DEBIT,UAE,False
TXN000284,ACC0019,2023-05-16,1463.45,DEBIT,Bangladesh,False
TXN000285,ACC0019,2023-12-16,1210.42,CREDIT,USA,False
TXN000286,ACC0019,2024-10-30,3344.39,CREDIT,Canada,False
TXN000287,ACC0019,2024-06-10,2724.97,DEBIT,India,False
TXN000288,ACC0019,2024-04-14,227.24,CREDIT,England,False
TXN000289,ACC0019,2023-09-05,3739.11,CREDIT,Singapore,False
TXN000290,ACC0019,2023-02-27,1730.56,DEBIT,Singapore,False
TXN000291,ACC0019,2024-08-06,3678.58,CREDIT,USA,False
TXN000292,ACC0019,2023-02-03,1767.97,CREDIT,Singapore,False
TXN000293,ACC0019,2024-10-08,883.69,CREDIT,UAE,False
TXN000294,ACC0019,2024-04-23,3162.36,DEBIT,Canada,False
TXN000295,ACC0019,2024-04-01,194.55,DEBIT,Canada,False
TXN000296,ACC0019,2023-07-12,4430.09,CREDIT,England,False
TXN000297,ACC0019,2024-05-30,1997.14,CREDIT,England,False
TXN000298,ACC0019,2023-01-26,3768.92,DEBIT,England,False
TXN000299,ACC0019,2023-12-20,4312.07,DEBIT,Singapore,False
TXN000300,ACC0019,2024-10-21,1666.3,DEBIT,Singapore,False
TXN000301,ACC0019,2023-12-31,2190.39,CREDIT,UAE,False
TXN000302,ACC0019,2024-03-14,4474.24,CREDIT,England,False
TXN000303,ACC0020,2024-03-26,3463.42,CREDIT,Singapore,False
TXN000304,ACC0020,2024-04-18,1340.94,DEBIT,UAE,False
TXN000305,ACC0020,2024-01-12,403.85,DEBIT,Bangladesh,False
TXN000307,ACC0020,2024-09-10,1485.24,CREDIT,Bangladesh,False
TXN000308,ACC0020,2024-01-14,841.56,CREDIT,England,False
TXN000309,ACC0020,2024-02-04,221.35,CREDIT,Bangladesh,False
TXN000310,ACC0020,2024-01-23,1380.03,DEBIT,Canada,False
TXN000311,ACC0020,2024-09-21,3191.19,CREDIT,Bangladesh,False
TXN000312,ACC0020,2024-09-29,808.33,DEBIT,USA,False
TXN000313,ACC0021,2024-07-04,3908.75,DEBIT,USA,False
TXN000314,ACC0021,2022-10-17,1187.62,CREDIT,England,False
TXN000315,ACC0021,2023-09-06,4747.84,DEBIT,Bangladesh,False
TXN000316,ACC0021,2023-01-14,3398.52,CREDIT,England,False
TXN000317,ACC0021,2023-11-07,3817.79,DEBIT,Bangladesh,False
TXN000318,ACC0021,2023-08-20,1996.19,CREDIT,USA,False
TXN000319,ACC0021,2022-12-04,139.31,DEBIT,India,False
TXN000320,ACC0021,2024-01-22,1941.07,DEBIT,England,False
TXN000321,ACC0021,2023-05-03,3523.15,DEBIT,Bangladesh,False
TXN000322,ACC0021,2023-05-29,3472.96,CREDIT,USA,False
TXN000323,ACC0021,2022-12-13,687.28,DEBIT,India,False
TXN000324,ACC0021,2023-02-02,4494.41,CREDIT,Canada,False
TXN000325,ACC0021,2024-07-08,4838.13,CREDIT,UAE,False
TXN000326,ACC0021,2023-07-31,3550.61,CREDIT,England,False
TXN000327,ACC0021,2023-01-18,3561.93,DEBIT,Singapore,False
TXN000328,ACC0021,2023-08-15,2548.69,DEBIT,USA,False
TXN000329,ACC0021,2022-12-30,1191.31,CREDIT,Canada,False
TXN000330,ACC0021,2023-08-14,2774.57,CREDIT,India,False
TXN000331,ACC0021,2024-02-25,657.56,DEBIT,Canada,False
TXN000332,ACC0021,2023-06-22,1996.82,CREDIT,Bangladesh,False
TXN000333,ACC0021,2023-10-04,3848.13,DEBIT,USA,False
TXN000334,ACC0021,2023-06-30,3215.27,CREDIT,India,False
TXN000335,ACC0021,2024-07-06,2591.63,DEBIT,Singapore,False
TXN000336,ACC0021,2024-02-25,3202.57,DEBIT,Singapore,False
TXN000337,ACC0022,2024-01-08,2519.29,DEBIT,Singapore,False
TXN000338,ACC0022,2023-02-26,2595.33,CREDIT,USA,False
TXN000339,ACC0022,2023-04-05,1620.08,DEBIT,England,False
TXN000340,ACC0022,2024-04-05,4475.68,DEBIT,England,False
TXN000341,ACC0022,2023-05-11,3178.93,CREDIT,USA,False
TXN000342,ACC0022,2024-07-23,1521.09,DEBIT,Bangladesh,False
TXN000343,ACC0022,2024-08-08,851.49,DEBIT,USA,False
TXN000344,ACC0022,2024-08-26,3126.15,CREDIT,Singapore,False
TXN000345,ACC0022,2024-05-21,215.56,DEBIT,Canada,False
TXN000346,ACC0023,2024-06-08,3857.4,CREDIT,UAE,False
TXN000347,ACC0023,2023-03-25,3837.13,CREDIT,Bangladesh,False
TXN000348,ACC0023,2024-06-06,161.13,CREDIT,UAE,False
TXN000350,ACC0023,2023-11-29,374.14,DEBIT,USA,False
TXN000351,ACC0023,2023-11-15,2083.95,CREDIT,USA,False
TXN000352,ACC0024,2024-06-27,726.91,CREDIT,UAE,False
TXN000353,ACC0024,2023-10-03,4877.12,DEBIT,Singapore,False
TXN000354,ACC0024,2023-10-29,2579.75,DEBIT,England,False
TXN000355,ACC0024,2023-06-19,2337.7,CREDIT,India,False
TXN000356,ACC0024,2023-06-25,712.98,DEBIT,England,False
TXN000357,ACC0024,2023-11-12,4322.18,CREDIT,USA,False
TXN000358,ACC0024,2023-03-27,4069.25,CREDIT,USA,False
TXN000359,ACC0024,2023-03-27,2496.35,CREDIT,India,False
TXN000360,ACC0024,2023-08-26,2491.88,DEBIT,India,False
TXN000361,ACC0024,2024-03-15,2291.58,DEBIT,USA,False
TXN000362,ACC0024,2024-06-03,1770.95,DEBIT,England,False
TXN000363,ACC0024,2024-03-04,2991.62,CREDIT,England,False
TXN000364,ACC0024,2024-04-16,50.81,DEBIT,India,False
TXN000365,ACC0024,2023-03-01,4413.45,CREDIT,Singapore,False
TXN000366,ACC0024,2023-12-01,1836.03,CREDIT,Canada,False
TXN000367,ACC0025,2024-05-16,981.33,CREDIT,Canada,False
TXN000368,ACC0025,2023-11-18,2526.24,CREDIT,Singapore,False
TXN000369,ACC0025,2024-07-18,3405.19,DEBIT,USA,False
TXN000370,ACC0025,2023-01-26,1975.58,CREDIT,Bangladesh,False
TXN000371,ACC0025,2023-10-28,3777.28,DEBIT,Bangladesh,False
TXN000372,ACC0025,2024-03-23,2012.92,DEBIT,Canada,False
TXN000373,ACC0025,2022-11-27,693.81,CREDIT,UNKNOWN,False
TXN000374,ACC0025,2024-02-16,2601.47,DEBIT,Bangladesh,False
TXN000375,ACC0025,2024-03-29,707.51,CREDIT,USA,False
TXN000376,ACC0025,2023-11-25,4953.17,CREDIT,Bangladesh,False
TXN000377,ACC0025,2023-09-28,2541.5,CREDIT,UAE,False
TXN000378,ACC0025,2024-05-17,1505.95,DEBIT,England,False
TXN000379,ACC0025,2023-09-23,3372.29,CREDIT,Bangladesh,False
TXN000380,ACC0025,2023-08-30,3985.81,DEBIT,Bangladesh,False
TXN000381,ACC0025,2024-02-16,1335.0,DEBIT,UAE,False
TXN000382,ACC0025,2022-12-10,2921.78,DEBIT,Bangladesh,False
TXN000383,ACC0025,2024-07-24,3608.7,CREDIT,USA,False
TXN000384,ACC0025,2024-09-15,1218.56,DEBIT,USA,False
TXN000385,ACC0025,2022-11-07,2210.78,CREDIT,USA,False
TXN000386,ACC0025,2023-12-15,3455.6,CREDIT,Bangladesh,False
TXN000387,ACC0025,2024-07-06,4603.4,DEBIT,UAE,False
TXN000388,ACC0025,2023-03-09,2598.23,CREDIT,UAE,False
TXN000389,ACC0025,2024-02-20,2632.13,CREDIT,USA,False
TXN000390,ACC0026,2024-07-22,1718.21,CREDIT,UAE,False
TXN000391,ACC0026,2024-12-21,3220.11,CREDIT,Bangladesh,False
TXN000392,ACC0026,2024-06-02,969.4,DEBIT,England,False
